id,title,authors,year,journal,doi
P158,Electronic structure reconstruction of Fe-Mn diatomic pair for disentangling activity-stability tradeoff in Fenton-like reactions,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124920
P159,Elucidation of the mechanistic origin of spin-state-dependent P-doped Fe single-atom catalysts for the oxidation of organic pollutants through peroxymonosulfate activation,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123289
P160,Embedding Fe-Co diatomic catalyst into double-layer PAN@FeCo/NC@PVDF composite membrane for superior catalytic distillation,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124957
P161,Energy-efficient wastewater treatment using enhanced Fenton-like electroactive ceramic membrane with atomic-level engineered cobalt on Magnéli phase supports,,2025,,10.1016/j.apcatb.2025.125484
P162,Engineered carbon supported single iron atom sites and iron clusters from Fe-rich Enteromorpha for Fenton-like reactions via nonradical pathways,,2021,Applied Catalysis B: Environmental,https://doi.org/10.1016/j.apcatb.2021.119963
P163,"Enhanced PMS activation by MOF-derived Co3O4/sepiolite composite for norfloxacin degradation: Performance, mechanism and degradation pathway",,2023,,10.1016/j.psep.2023.06.015
P164,Enhanced PMS activation via dual redox cycles in Fe2O3/VO2 bimetallic catalyst for efficient degradation of SCP,,2025,,10.1016/j.jwpe.2025.108602
P165,Enhanced activation of PMS via Fe-MOFs-derives@BC for efficient removal of dyes: Complementary between radical and nonradical pathways,,2025,,10.1016/j.jwpe.2025.108426
P166,Enhanced activation of peroxymonosulfate by CuO modified biochar through mechanochemical synthesis: Insights into the roles of active sites and electron density redistribution,,2024,,10.1016/j.jece.2024.115180
P167,Enhanced activation of peroxymonosulfate by oxygen-doped FeS2/Co3S4 anchored on activated carbon fibers for sulfamethoxazole degradation and sulfonamide-resistant bacteria inactivation: The key role of surface and interface sulfur vacancies,,2024,,10.1016/j.cej.2024.159028
P168,Enhanced activation of peroxymonosulfate using ternary MOFs-derived MnCoFeO for sulfamethoxazole degradation: Role of oxygen vacancies,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.129912
P169,Enhanced catalytic degradation of antibiotics by peanut shell-derived biochar-Co3O4 activated peroxymonosulfate: An experimental and mechanistic study,,2023,,10.1016/j.psep.2023.01.036
P170,Enhanced catalytic oxidation of naproxen via activation of peroxymonosulfate by Fe-based metal-organic framework aerogels functionalized with Ag nanoparticles,,2023,,10.1016/j.jhazmat.2023.131847
P171,Enhanced catalytic sulfamethoxazole degradation via peroxymonosulfate activation over amorphous CoSx@SiO2 nanocages derived from ZIF-67,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126998
P172,Enhanced degradation of 4-Cholophenol by activation of peroxymonosulfate with Fe-MOF@Mn2O3: Performance and mechanism,,2022,,10.1016/j.jece.2022.108522
P173,Enhanced degradation of bisphenol A by mixed ZIF derived CoZn oxide encapsulated N-doped carbon via peroxymonosulfate activation: The importance of N doping amount,,2021,,10.1016/j.jhazmat.2021.126363
P174,Enhanced degradation of oxytetracycline hydrochloride in neutral heterogeneous electro-Fenton system: Key role of lignin modified Fe-MOFs derived catalyst as cathode,,2025,,10.1016/j.jwpe.2025.107381
P175,Enhanced levofloxacin degradation by hierarchical porous Co3O4 with rich oxygen vacancies activating peroxymonosulfate: Performance and mechanism,,2022,,10.1016/j.seppur.2022.122055
P176,Enhanced mechanism of copper doping in magnetic biochar for peroxymonosulfate activation and sulfamethoxazole degradation,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.132002
P177,Enhanced ofloxacin degradation by three-dimensional electrochemical activation of peroxymonosulfate using nano ZVC doped reed straw biochar particle electrode,,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119512
P178,Enhanced peroxymonosulfate-activated antibiotic degradation via mechanochemically synthesized cobalt-doped MIL-53(Al),,2025,,10.1016/j.jece.2025.115356
P179,"Enhanced peroxymonosulfate activation by Co/Mn and P modified carbon nitride for ciprofloxacin degradation: Performance, mechanism and toxicity assessment",,2025,,10.1016/j.jece.2025.116604
P180,Enhanced peroxymonosulfate activation by V2O5/g-C3N4 heterojunction for rapid degradation of chloramphenicol: Role of the built-in electric field,,2025,,10.1016/j.seppur.2025.131506
P181,Enhanced peroxymonosulfate activation for rapid degradation of ciprofloxacin using a novel ternary ZIF-67@MnOOH@GO composite,,2024,,10.1016/j.seppur.2024.127360
P182,Enhanced peroxymonosulfate activation via MOF-derived bimetal core-shell Co-Fe@NC hybrids to degrade emerging pollutants,,2024,,10.1016/j.jece.2024.112062
P183,Enhanced removal of antibiotic-resistant bacteria and resistance genes by three-dimensional electrochemical process using MgFe2O4-loaded biochar as both particle electrode and catalyst for peroxymonosulfate activation,,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.135668
P184,Enhanced tetracycline degradation efficiency by CoFe2O4 decorated TA-ZIF-8 catalyst via activating peroxymonosulfate under confinement effect,,2023,,10.1016/j.jece.2023.110876
P185,Enhanced treatment of high chloride organic wastewater under lower peroxymonosulfate consumption: A pathway for the formation of Fe(IV)=O excited by chloride ions,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124471
P186,Enhancement of manganese sand activation for PMS degradation of levofloxacin using Co₃O₄ quantum dots: Mechanism and application,,2025,,10.1016/j.jwpe.2025.107101
P187,Enhancement of peroxymonosulfate activation for antibiotics removal by nano zero valent tungsten induced Cu(II)/Cu(I) redox cycles,,2019,Chemical Engineering Journal,10.1016/j.cej.2019.123054
P188,Enhancing Fenton-like reactions in organic wastewater treatment via dual activation pathway by tuning the local electronic structure of Fe d-orbital in single-atom catalysts,,2025,,10.1016/j.apcatb.2025.125585
P189,"Enhancing deep mineralization of refractory benzotriazole via carbon nanotubes-intercalated cobalt copper bimetallic oxide nanosheets activated peroxymonosulfate process: Mechanism, degradation pathway and toxicity",,2022,Journal of Colloid and Interface Science,10.1016/j.jcis.2022.07.162
P190,Enhancing degradation of sulfamethoxazole by layered double hydroxide/ carbon nanotubes catalyst via synergistic effect of photocatalysis/ persulfate activation,,2024,,
P191,Enhancing degradation of sulfapyridine by magnetic Fe2O3-CoFe2O4@NC prepared through a facile solid phase coordination-calcination method for peroxymonosulfate activation,,2024,,10.1016/j.cej.2024.151204
P192,Enhancing ibuprofen degradation in aqueous solutions: The synergistic role of bimetallic MOFs (Mn/ZIF-67) and modified graphene oxide in peroxymonosulfate activation,,2023,Separation and Purification Technology,10.1016/j.seppur.2023.126033
P193,Environmentally-friendly 3D spherical catalysts derived from chitosan and oat for activation peroxymonosulfate,,2025,,10.1016/j.seppur.2025.132317
P194,"Eu2O3/Co3O4 nanosheets for levofloxacin removal via peroxymonosulfate activation: Performance, mechanism and degradation pathway",,2021,,10.1016/j.seppur.2021.118666
P195,"Excellent bisphenol A removal performance triggered by electron-transfer regime on cobalt phosphide embedded in nitrogen, sulfur-doped carbon/ MXene",,2024,,10.1016/j.jcis.2024.10.050
P196,Exploration of the mechanism of levofloxacin removal by N-doped-induced interfacial micro-electric field-activated persulfate,,2024,,10.1016/j.jcis.2024.06.236
P197,Fabricating yolk–shell structured CoTiO3@Co3O4 nanoreactor via a simple self-template method toward high-performance peroxymonosulfate activation and organic pollutant degradation,,2020,Applied Surface Science,10.1016/j.apsusc.2020.147787
P198,Fabrication of Z-scheme Fe2O3/g-C3N4 nanocomposite with improved visible light induced photodegradation of pharmaceutical pollutants and photoelectrochemical water oxidation,,2024,Journal of Alloys and Compounds,10.1016/j.jallcom.2024.176086
P199,Fabrication of a 3D-blocky catalyst (CoMnOx@sponge) via mooring Co-Mn bimetallic oxide on sponge to activate peroxymonosulfate for convenient and efficient degradation of sulfonamide antibiotics,,2022,,10.1016/j.cej.2022.137306
P200,Fabrication of a highly efficient and stable peroxymonosulfate activator via a new sequential adsorption-encapsulation strategy induced by metal-organic framework,,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.115495
P201,Fabrication of bimetallic MOF with 2D nanosheets structure and rich active sites for enhanced removal of organic pollutants by activation of peroxymonosulfate,,2023,,10.1016/j.jece.2023.110607
P202,"Fabrication of self-assembled MOF-based interfacial catalysts with N/S synergistic electron optimization for degradation of emerging pollutants: Performance, mechanism, and toxicity assessment",,2025,,10.1016/j.jece.2025.120359
P203,Facile chemical blowing synthesis of interconnected N-doped carbon nanosheets coupled with Co3O4 nanoparticles as superior peroxymonosulfate activators for p-nitrophenol destruction: Mechanisms and degradation pathways,,2022,Applied Surface Science,10.1016/j.apsusc.2022.153244
P204,Facile preparation of nanocellulose/Zn-MOF-based catalytic filter for water purification by oxidation process,,2021,,10.1016/j.envres.2021.112417
P205,Facile synthesis of N-rich carbon nanosheets derived from antibiotic mycelial dregs as efficient catalysts for peroxymonosulfate activation,,2022,Separation and Purification Technology,10.1016/j.seppur.2022.122571
P206,Facile synthesis of ball-miling and oxalic acid co-modified sludge biochar to efficiently activate peroxymonosulfate for sulfamethoxazole degradation: 1O2 and surface-bound radicals,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133026
P207,Facile synthesis of oxygen vacancies enriched α-Fe2O3 for peroxymonosulfate activation: A non-radical process for sulfamethoxazole degradation,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126447
P208,Facile synthesis of recyclable 3D gelatin aerogel decorated with MIL-88B (Fe) for activation peroxydisulfate degradation of norfloxacin,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127503
P209,Facilely tuning the coating layers of Fe nanoparticles from iron carbide to iron nitride for different performance in Fenton-like reactions,,2024,Journal of Colloid and Interface Science,10.1016/j.jcis.2024.06.029
P210,Fe/Co redox and surficial hydroxyl potentiation in the FeCo2O4 enhanced Co3O4/persulfate process for TC degradation,,2022,Journal of Environmental Management,10.1016/j.jenvman.2022.114855
P211,Fe-MOFs-derived Fe3O4-doped biochar from waste chopsticks: a novel catalyst for tetrabromobisphenol a degradation via peroxymonosulfate activation,,2025,Environmental Research,10.1016/j.envres.2025.121620
P212,"Fe and Zn co-doped carbon nanoparticles as peroxymonosulfate activator for efficient 2,4-dichorophenol degradation",,2023,,10.1016/j.envres.2023.117313
P213,Fe-induced d-orbital electron redistribution tailoring peroxymonosulfate activation pathway for efficient degradation of various antibiotics,,2025,,10.1016/j.cej.2025.166924
P214,Fe3+/Fe²+ cycle promoted peroxymonosulfate activation with addition of boron for sulfamethazine degradation: Efficiency and the role of boron,,2022,,10.1016/j.seppur.2022.121596
P215,Fenton-like membrane reactor assembled by electron polarization and defect engineering modifying Co3O4 spinel for flow-through removal of organic contaminants,,2024,Water Research,10.1016/j.watres.2024.121351
P216,Ferroelectric Bi2Fe4O9 for efficient peroxymonosulfate activation: The overlooked role of spontaneous polarization,,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133787
P217,Fine-tune the electronic structure of single-atom Pd via halogen doping toward boosted Fenton-like reaction,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125218
P218,Fluorine-free MXene activate peroxymonosulfate to remove tetracyclic antibiotics,,2023,,10.1016/j.seppur.2023.123549
P219,Fluorine-induced spin-state tuning in Co3O4 enhances nonradical peroxymonosulfate activation efficiency,,2025,,10.1016/j.apcatb.2025.125574
P220,Formation of brominated and nitrated byproducts during unactivated peroxymonosulfate oxidation of phenol,,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.134265
P221,Functionalized sea urchin-like MnO2 with chitosan to load CaCo layered double hydroxides for advanced catalytic oxidation of antibiotics through activation of peroxymonosulfate,,2024,,10.1016/j.colsurfa.2024.134705
P222,Generation of interfacial high-spin manganese intermediates as reactive oxidant during peroxymonosulfate activation mediated by amorphous MnOx supported on polymeric substrate,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121671
P223,Gram-scale fabrication of high-loading main-group calcium single-atom catalyst enabling efficient low-concentration Fenton-like chemistry via interfacial redox synergy,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.126044
P224,Graphene foam mediated FeS2/α-Fe2O3 composites for chloramphenicol photodegradation using persulfate activation under visible light irradiation,,2023,,
P225,Graphitized carbon encapsulated Co anode electrochemically activating persulfate for sulfamethoxazole degradation,,2024,,10.1016/j.jece.2024.114847
P226,Gravity-driven rattan-based catalytic filter for rapid and highly efficient organic pollutant removal,,2023,Journal of Colloid and Interface Science,10.1016/j.jcis.2023.03.158
P227,"Green synthesis of stable structure spindle FeCo-LDH through Fe-MOF template for efficient degradation of 2,4-D",,2022,,10.1016/j.jwpe.2022.102602
P228,"HKUST-1(Cu)-derived ZnCuOx@C with rich oxygen vacancies as an efficient peroxymonosulfate activator for bisphenol a degradation: Eco-friendly, catalytic activity and mechanism",,2025,,10.1016/j.colsurfa.2025.137478
P229,Hetero-structured high entropy oxides for efficient organic pollutant degradation via peroxymonosulfate activation,,2025,,10.1016/j.seppur.2025.132233
P230,Heteroatom-modulated NiCo2O4 apparent energy activation of PMS for tetracycline removal: Mechanism and toxicity analysis,,2023,,10.1016/j.envres.2023.117571
P231,Heterogeneous Fe-Ni dual-atom catalysts coupled N-vacancy engineering for enhanced activation of peroxymonosulfate,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124538
P232,Hierarchical multi-active component yolk-shell nanoreactors as highly active peroxymonosulfate activator for ciprofloxacin degradation,,2021,,10.1016/j.jcis.2021.07.130
P233,High-effective degradation of thiamphenicol with ferrous/polyaniline encapsulated in molybdenum disulfide activate peroxymonosulfate: Synergism of iron and molybdenum,,2023,,10.1016/j.cej.2023.141613
P234,High-eficiency degradation of carbamazepine by the synergistic electro-activation and bimetals (FeCo@NC) catalytic-activation of peroxymonosulfate,,2023,,10.1016/j.apcatb.2023.123064
P235,High-loading of well dispersed single-atom catalysts derived from Fe-rich marine algae for boosting Fenton-like reaction: Role identification of iron center and catalytic mechanisms,,2023,,10.1016/j.apcatb.2023.122951
P236,High utilization of peroxymonosulfate and mineralization of antibiotics through ZnCoOx-immobilized carbon sponge filter column,,2025,,10.1016/j.cej.2025.164359
P237,High-valent iron-oxo species mediated cyclic oxidation through single-atom Fe-N6 sites with high peroxymonosulfate utilization rate,,2021,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.121049
P238,Highly dispersed Co-N anchored on waste-derived biochar for enhanced peroxymonosulfate activation toward ciprofloxacin degradation: Non-radical processes-dominated oxidation mechanism,,2025,,10.1016/j.seppur.2025.133847
P239,Highly dispersed Cu-MnO on biochar derived from mung bean straw for activating peroxymonosulfate to remove tetracycline hydrochloride,,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.118360
P240,Highly dispersed Fe7S8 anchored on sp²/sp³ hybridized carbon boosting peroxymonosulfate activation for enhanced EOCs elimination though singlet oxygen-dominated nonradical pathway,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.132607
P241,"Highly effective degradation of ibuprofen by alkaline metal-doped copper oxides via peroxymonosulfate activation: Mechanisms, degradation pathway and toxicity assessments",,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.132751
P242,Highly efficient activation of peroxymonosulfate by ZIF-67 anchored cotton derived for ciprofloxacin degradation,,2023,Environmental Research,10.1016/j.envres.2023.117863
P243,Highly efficient activation of peroxymonosulfate by MOF derived CoS2@C for degradation of ciprofloxacin,,2024,,10.1016/j.seppur.2024.128275
P244,Highly efficient and robust CuO1-x/SiO2 catalyst for peroxymonosulfate activation for removal of tetracycline,,2025,,10.1016/j.jwpe.2025.107887
P245,"Highly efficient degradation of norfloxacin by using Co3O4-CeO2 as a heterogeneous catalyst through peroxymonosulfate activation: Characterization, catalytic performance and mechanism",,2025,,10.1016/j.jwpe.2025.107167
P246,Highly efficient peroxymonosulfate activation on Fe-N-C catalyst via the collaboration of low-coordinated Fe-N structure and Fe nanoparticles for enhanced organic pollutant degradation,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.131596
P247,Highly efficient photo-degradation for tetracycline elimination in pharmaceutical wastewater by α-Fe2O3/V2O5/BC assisted peroxymonosulfate activation,,2023,,10.1016/j.seppur.2023.125034
P248,Highly flexible and enhanced catalytic oxidation of Fe-doped Co3O4/SiOC core-shell heterostructured fibrous membranes for flow-through removal of organic contaminants,,2025,,10.1016/j.cej.2025.159396
P249,Highly selective production of singlet oxygen by manipulating the spin state of single-atom Co-N moieties and electron localization,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.122248
P250,Hofmann-MOF-derived CoFeNi nanoalloy@CNT as a magnetic activator for peroxymonosulfate to degrade benzophenone-1 in water,,2022,Journal of Alloys and Compounds,10.1016/j.jallcom.2022.165189
P251,Hollow carbon nanocage-loaded Fe single-atom mediated electron transfer process for antibiotics removal: Coordination environment and mechanism investigation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125894
P252,Hollow multi-dimension CoCeS/C as peroxymonosulfate activator toward ofloxacin degradation via coexisting free radical and nonradical pathways,,2022,Journal of Alloys and Compounds,10.1016/j.jallcom.2022.164218
P253,Hydrogen-bonded organic frameworks derived Mn-MOF nanostructures toward efficient periodate activation for tetracycline destruction,,2025,,10.1016/j.colsurfa.2025.137487
P254,Hydrogen peroxide enhanced Cu(II)/peroxymonosulfate system for naproxen degradation in natural water matrix and simultaneously reduced the formation potential of halogenated by-products,,2024,,10.1016/j.cej.2024.152979
P255,Identification and manipulation of active centers on perovskites to enhance catalysis of peroxymonosulfate for degradation of emerging pollutants in water,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127384
P256,Identifying the role of oxygen vacancy on cobalt-based perovskites towards peroxymonosulfate activation for efficient iohexol degradation,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121901
P257,Improvement of peroxymonosulfate utilization efficiency for sulfamethazine degradation by photo-electron activating peroxymonosulfate: Performance and mechanism,,2022,Journal of Colloid and Interface Science,10.1016/j.jcis.2022.11.079
P258,"In-situ fabrication of MOF-derived MnO-C modified graphite felt for electro-activation of peroxymonosulfate toward degradation of tetracycline: Performance, mechanism and degradation pathway",,2024,,10.1016/j.seppur.2024.126766
P259,In-situ synthesis of N-doped biochar from swine manure to activate peroxymonosulfate for efficient tetracycline degradation: The key role of electron transfer process,,2025,,10.1016/j.seppur.2025.133813
P260,In-situ synthesis of carbon-coated Co3O4 nanowire for efficient activation of peroxymonosulfate while reducing ion leaching through protection and secondary enrichment,,2024,Chemical Engineering Journal,10.1016/j.cej.2024.157301
P261,Incorporation of atomically dispersed cobalt in the 2D metal-organic framework of a lamellar membrane for highly efficient peroxymonosulfate activation,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.122344
P262,Inducing oxygen vacancies in ZnO/Co3O4 via g-C3N4 carrier for enhanced universality and stability in TC degradation,,2023,,10.1016/j.colsurfa.2023.132974
P263,Insight into boron-doped biochar as efficient metal-free catalyst for peroxymonosulfate activation: Important role of -O-B-O- moieties,,2022,,10.1016/j.jhazmat.2022.130479
P264,Insight into the electron transfer regime of periodate activation on MnO2: The critical role of surface Mn(IV),,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.131479
P265,Insights into the enhanced oxidation of organic micropollutants by single-atom Cu catalyst activated peroxydisulfate: Valence-dominated nonradical pathway,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.123997
P266,Insights into the high performance of Co-Mn oxide supported by carbon fiber frameworks for ciprofloxacin oxidation process,,2023,,10.1016/j.jclepro.2023.136062
P267,Insights into the mechanism of enhanced peroxymonosulfate degraded tetracycline using metal organic framework derived carbonyl modified carbon-coated Feo,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127640
P268,Insights into the sustainable design of engineered hydrochar co-doped with cobalt and nitrogen as peroxymonosulfate activator for fluoroquinolones removal,,2024,Chemical Engineering Journal,10.1016/j.cej.2024.157976
P269,Insights into the synergism of Mn-doped carbon@Fe7S8/Fe2O3/Fe derived from MIL-88A(Fe) in activating peroxymonosulfate and degrading ciprofloxacin: Accelerating superoxide radicals generation,,2025,,10.1016/j.cej.2025.159712
P270,Integrated α-MnO2 nanowires PVDF catalytic membranes for efficient purification of dye wastewater with high permeability,,2023,,10.1016/j.jwpe.2023.104315
P271,Integrating g-C3N4 nanosheets with MOF-derived porous CoFe2O4 to form an S-scheme heterojunction for efficient pollutant degradation via the synergy of photocatalysis and peroxymonosulfate activation,,2023,Environmental Research,10.1016/j.envres.2023.117653
P272,Interface coupling induced built-in electric field to regulate the peroxymonosulfate activation over Co3O4/NiO composite for realizing effective degradation of organic contaminants,,2024,,10.1016/j.seppur.2024.131006
P273,Interface-engineered Fe-doped biomass carbon with embedded carbon nanotubes: A universal catalyst for efficient pollutant degradation via peroxymonosulfate activation,,2025,,10.1016/j.jece.2025.118921
P274,Interface engineering-induced perovskite/spinel LaCoO3/Co3O4 heterostructured nanocomposites for efficient peroxymonosulfate activation to degrade levofloxacin,,2023,,10.1016/j.envres.2023.115994
P275,Interfacial oxygen vacancy-metal dual-sites on NiFe2O4/Ni@NC dictating dominant singlet oxygen evolution from peroxymonosulfate activation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.126045
P276,Investigating the original activity of amino group over carbon in peroxymonosulfate-based advanced oxidation processes,,2025,,10.1016/j.seppur.2025.131808
P277,Iron-Cobalt magnetic porous carbon beads activated peroxymonosulfate for enhanced degradation and Microbial inactivation,,2023,,10.1016/j.jcis.2023.09.018
P278,LaCoO3@Fe3O4 as peroxymonosulfate activator derived from spent lithium battery cathode materials for degradation of sulfamethoxazole in water,,2024,,10.1016/j.seppur.2024.128007
P279,LaFeO3 anchoring on ZIF-67 for the activation of peroxymonosulfate toward ofloxacin degradation: Radical and non-radical reaction pathways,,2025,,10.1016/j.seppur.2025.131846
P280,Laser-induced fabrication of porphyrin MOF-derived Co-Mn bimetallic catalysts and their high-efficiency PMS activation mechanism,,2025,,10.1016/j.jallcom.2025.182696
P281,Light-mediated enhancement effect derived from carbon nitrogen polymer to regulate peroxymonosulfate activation over Co3O4 for effective degradation of fluorinated pharmaceuticals,,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134254
P282,Lignosulfonate modified zero-valent iron enhanced activation of peroxymonosulfate for sulfamethazine removal: Performance and mechanism,,2024,,10.1016/j.cej.2024.159054
P283,Local structural distortion in MoS2 triggers orbital energy level rearrangement of Fe sites to boost Fenton-like reactions,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125470
P284,MOF/bacterial cellulose derived octahedral MnO/carbon nanofiber network: A hybrid for peroxymonosulfate activation toward degradation of tetracycline,,2023,Journal of Alloys and Compounds,10.1016/j.jallcom.2023.171896
P285,MOF-based bifunctional materials enables stepwise enhancement in antibacterial activity and Fenton-like catalytic degradation of organic pollutants,,2025,Journal of Alloys and Compounds,10.1016/j.jallcom.2025.180188
P286,MOF-derived FeCe@Carbon catalysts for the efficient tetracycline degradation by activated persulfate: Preparation and mechanistic study,,2025,,10.1016/j.jcis.2025.01.203
P287,MOF-derived FeCo carbon nanomaterials with abundant oxygen vacancies as highly efficient peroxymonosulfate catalyst for ciprofloxacin degradation,,2023,,10.1016/j.jece.2023.110603
P288,MOF-derived N-doped porous carbons activate peroxomonosulfate to efficiently degrade organic pollutants via non-radical pathways,,2023,,10.1016/j.jwpe.2023.104295
P289,MOF derived bimetallic-nanoreactor as peroxymonosulfate activator for highly efficient levofloxacin degradation: Performance and mechanism,,2024,,
P290,MOF derived highly dispersed bimetallic Fe-Ni nitrogen-doped carbon for enhanced peroxymonosulfate activation and tetracycline degradation,,2024,,10.1016/j.jece.2024.112470
P291,MOF-on-MOF strategy improves active site dispersion and enhances pesticide wastewater purification in photo-Fenton-like system,,2024,Journal of Alloys and Compounds,10.1016/j.jallcom.2024.178211
P292,MOFs-derived Co-Fe sulfides as highly efficient and stable catalysts to activate peroxymonosulfate for the degradation of trichlorophenol,,2023,,10.1016/j.colsurfa.2023.132462
P293,MOFs-derived CuO@C with abundant oxygen vacancies for peroxymonosulfate activation toward bisphenol A degradation—A nonradical oxidation process,,2025,Journal of Alloys and Compounds,10.1016/j.jallcom.2025.183009
P294,MOFs-derived CuO-Fe3O4@C with abundant oxygen vacancies and strong Cu-Fe interaction for deep mineralization of bisphenol A,,2023,Environmental Research,10.1016/j.envres.2023.115847
P295,MOFs-derived magnetic CoFe bimetallic alloys catalyst radical and non-radical peroxydisulfate activation for efficient rapid organic dye degradation,,2025,,10.1016/j.jwpe.2025.107128
P296,"MOFs-derived magnetic hierarchically porous CoFe2O4-Co3O4 nanocomposite for interfacial radicals-induced catalysis to degrade chloramphenicol: Structure, performance and degradation pathway",,2022,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.127859
P297,MOFs-derived porous carbon embedded Fe0 nanoparticles as peroxymonosulfate activator for efficient degradation of organic pollutants,,2025,,10.1016/j.envres.2025.120790
P298,Machine learning-driven optimization and application of bimetallic catalysts in peroxymonosulfate activation for degradation of fluoroquinolone antibiotics,,2024,,10.1016/j.cej.2024.150297
P299,Magnetic 2D/2D oxygen doped g-C3N4/biochar composite to activate peroxymonosulfate for degradation of emerging organic pollutants,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127207
P300,Magnetic CoNi@CN for efficient synergistic removal of tetracycline: Bimetallic electronic synergy and non-radical pathway,,2025,,10.1016/j.jece.2025.118072
P301,Magnetic Fe/N-codoped carbon derived from modified Fe-base MOFs: Synergism of multiple active sites for peroxymonosulfate activation,,2023,,10.1016/j.jece.2023.109905
P302,Magnetic Fe3O4-C@MoS2 composites coordinated with peroxymonosulfate catalysis for enhanced tetracycline degradation,,2024,,
P303,Magnetic heterojunction of oxygen-deficient Ti3+-TiO2 and Ar-Fe2O3 derived from metal-organic frameworks for efficient peroxydisulfate (PDS) photo-activation,,2021,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120513
P304,Magnetic pyro-hydrochar derived from waste cartons as an efficient activator of peroxymonosulfate for antibiotic dissipation,,2023,,10.1016/j.seppur.2023.123288
P305,"Magnetic resin-enhanced peroxymonosulfate activation in a 3D particle electrode system for synergistic removal of sulfamethazine, antibiotic resistant bacteria, and antibiotic resistance genes: The key role of chloride ions in boosting O2 generation",,2025,Chemical Engineering Journal,10.1016/j.cej.2025.164475
P306,Mechanism exploration in tetracycline degradation by Ni-Fe layered double hydroxide-biochar/peroxymonosulfate system: Nonradical-dominated oxidation process,,2023,,10.1016/j.seppur.2023.126122
P307,Mechanism insight into oxygen vacancy-dependent effect in Fe1/TiO2 single-atom catalyst for highly enhanced photo-Fenton mineralization of phenol,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124071
P308,Mechanism insight on B-Co3O4@Co2SiO4 yolk@shell nanoreactor to accelerate Fenton-like reaction: Positive role of doped B atoms,,2025,,10.1016/j.jallcom.2025.185188
P309,Mechanism insights and interfacial engineering of S-scheme α-Fe2O3/BiVO4 heterojunction for effective persulfates activation,,2025,,10.1016/j.jwpe.2025.107105
P310,Mechanism of FeCo-NC membrane for super efficient degradation of micropollutants via peroxymonosulfate activation,,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133338
P311,Mechanism of directed activation of peroxymonosulfate by Fe-N/O unsymmetrical coordination-modulated polarized electric field,,2024,Journal of Colloid and Interface Science,10.1016/j.jcis.2024.03.045
P312,Mechanism of dual-pathway peroxymonosulfate activation via Co-Nx coordination-regulated broad-pH-adaptive carbon aerogel for ciprofloxacin degradation,,2025,,10.1016/j.envres.2025.122617
P313,"Mechanism of peroxymonosulfate activation and the utilization efficiency using hollow (Co, Mn)3O4 nanoreactor as an efficient catalyst for degradation of organic pollutants",,2021,,10.1016/j.envres.2021.112148
P314,Mechanism of peroxymonosulfate activation by vanadiferous magnetite-biochar composite catalyst: An investigation into the pathway of singlet oxygen generation,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.163239
